"author","company","profileUrl","postUrl","searchQuery","stack","leadReason","hotLead","ciTool","ciComplaint","postText","isLead","jobSeeker"
"","EdgeAll Consulting","https://www.linkedin.com/in/ashish-mishra-0881a3263?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAECiOqgBTFx-DclW0AiWLjIMSRptJf7FDkg","","bitrise issue","swift","Mentions CI tool: bitrise, jenkins",false,"bitrise, jenkins","","Role: iOS Developer 
Sunnyvale, CA (Hybrid) Local with DL
Only Ex - Walmart Candidate ( All Visa Ok )
Need 2 Manager level References
EXP - 7+ years
 
Job Responsibilities
Strong technical background and analytical abilities in Software Design, implementation and troubleshooting
5+ years of mobile application development experience (iOS)
Experience writing Full Stack Native iOS Applications using Swift, SwiftUI and other iOS frameworks (Hybrid does NOT count)
Experience using Swift Package Manager Excellent knowledge of the iOS platform and the associated tool chain.
Experience in building large scale off-line first iOS apps, and published in the App Store
Experience in developing and releasing Enterprise Applications
Experience in developing iOS applications using SQLite/CBLite, should have good understanding of SQL and NoSQL databases
Experience with AWS iOS SDK, S3 buckets, and STS tokens
Experience with APM tools, preferably App Dynamics or Dynatrace
Continuous Integration and Continuous delivery experience (e.g. Jenkins, Bitrise)
Experience with integrating Restful services (APIs), optimizing reachability and networking
Experience with Authorization/Authentication protocols like OAuth or SAML
Experience with unit testing frameworks and test-driven development
Strong understanding of resource optimization and performance issues on iOS
Has shown strong ability to collaborate with team mates as well as cross teams
Excellent problem solving, critical thinking and communication skills.
Familiar with GIS, preferably ArcGIS. Familiar with SAP

Thanks and Regards,
Ashish Mishra |Sr. Technical Recruiter
Email:ashishm@edgeall.com
…more",true,false
"","","https://www.linkedin.com/company/afrail/posts","","bitrise issue","","CI complaint about bitrise: 🛠️ metamask’s latest internal test build has failed (bitrise e2e check), suggesting they are actively working on a fix — but the patch didn’t pass automated tests yet",true,"bitrise","🛠️ metamask’s latest internal test build has failed (bitrise e2e check), suggesting they are actively working on a fix — but the patch didn’t pass automated tests yet","🚨 MetaMask Mobile Bug Update

We reported a critical bug to MetaMask where CillarCoin ($CILLAR) is incorrectly shown as BNB when sending tokens.

🛠️ MetaMask’s latest internal test build has failed (Bitrise E2E Check), suggesting they are actively working on a fix — but the patch didn’t pass automated tests yet.

We’ll continue monitoring the issue and will notify the community once it’s resolved.

🔗 Bug report: https://lnkd.in/dKKJYFYE


hashtag
#MetaMask 
hashtag
#CryptoBug 
hashtag
#CillarCoin 
hashtag
#BNBChain 
hashtag
#Web3Security
…more",true,false
"","BeyondWalls","https://www.linkedin.com/in/akshay-magdum05?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABsMjcgBXFzzouh4542CBho-6101P_tI6hg","","bitrise issue","","Mentions CI tool: bitrise, github actions",false,"bitrise, github actions","","🚀 Launch Readiness Checklist Before Every Go-Live
 In mobile and product development, a common misconception is that ""build complete"" means ""ready to launch.""
 
However, the real differentiator between a smooth rollout and a high-stress deployment is a well-defined Launch Readiness Checklist ✅

Whether releasing a new feature, app update, or full product, following a structured checklist ensures stability, quality, and a better user experience.
 Here’s a proven checklist that teams can follow before every go-live 👇

🔧 1. Final QA & Regression Testing
Nothing goes out without:
QA sign-off ✅
Regression test across all major devices and platforms
Critical bug fixes confirmed and re-tested
🛡️ ""It works on my machine"" is not a green flag.

📦 2. Deployment Checklist
Staging to Production handover complete
Environment variables set
Backups in place
Rollback plan ready (just in case)
⚙️ Tools like Fastlane, Bitrise, CodeMagic, and GitHub Actions make this repeatable and stress-free.

📲 3. App Store / Play Store Readiness
App listing updated (screenshots, version, changelog)
Release notes written (clear, non-technical language)
Beta testing done via TestFlight / Internal Testing
📝 Tip: Prepare approvals a few days in advance. App review delays are real.

🧩 4. Stakeholder Sign-off
Product Owner ✅
QA ✅
Marketing ✅
Client ✅ (if external project)
Clear go/no-go decision based on checklists and team feedback.

📣 5. Communication Plan
Internal: Team notified of launch window & expected downtime (if any)
External: Emails/SMS/Push notifications scheduled (if needed)
Support team ready for first-line issues
💬 Proactive communication reduces post-launch chaos.

📊 6. Monitoring & Analytics
Crashlytics / Sentry / Firebase / Segment integrated
Logs + performance monitoring tools setup
Real-time error tracking enabled
🧠 Know what’s happening in your app the moment users do.

🛑 Bonus: Rollback Strategy
If something breaks post-launch:
Can we hotfix it fast?
Do we roll back?
Who owns the call?
It’s better to have a plan and not use it, than to scramble in panic.

✅ A successful launch is never an accident—it’s a well-orchestrated effort backed by preparation, people, and process.

hashtag
#ProjectManagement 
hashtag
#AppLaunch 
hashtag
#GoLiveChecklist 
hashtag
#ProductDelivery 
hashtag
#MobileDev 
hashtag
#TechLeadership 
hashtag
#QA 
hashtag
#DeploymentReady 
hashtag
#CI_CD 
hashtag
#LaunchSuccess
…more",true,false
"","","https://www.linkedin.com/in/laura-sakypbek?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADpzwHUBHs1elmnI1rsqqkUHtiXdQwE5eb4","","bitrise issue","flutter","Mobile dev discussion",false,"","","hashtag
#Вакансия 
hashtag
#QATeamLead 
hashtag
#Алматы 
hashtag
#Офис

Ищем QA Team Lead, который возьмёт на себя качество продукта: выстроит процессы тестирования, будет развивать команду и влиять на релизы.

Что нужно делать:
 • Управлять командой QA: задачи, приоритеты, качество работы
 • Выстраивать и улучшать процессы тестирования
 • Участвовать в планировании спринтов и оценке задач
 • Контролировать тестирование фич и релизов
 • Развивать автоматизацию тестирования
 • Работать с тестовой документацией
 • Взаимодействовать с разработкой, продуктом и аналитикой
 • Анализировать дефекты и следить за их исправлением
 • Менторить команду

Мы ждём от тебя:
 • 4–6 лет в QA, из них 1–2 года на позиции Lead / Senior
 • Опыт управления командой
 • Понимание SDLC и процессов тестирования
 • Опыт с API (Postman / Swagger), Jira
 • Опыт тестирования мобильных приложений
 • Опыт работы в Agile / Scrum

Будет плюсом:
 • Автоматизация тестирования
 • Python или JavaScript
 • CI/CD, Flutter

Важно:
Системное мышление, проактивность и ответственность за качество продукта. Резюме можете отправить в telegram Laura_sakypbek
…more",true,false
"","","https://www.linkedin.com/in/shashank-gupta-ios-engineer?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAW_vLoBXnNyIS591XB2o-Dhp52U-jw4NNw","","bitrise issue","swift","Mentions CI tool: bitrise, github actions",false,"bitrise, github actions","","Avoid regressions without killing your momentum. Here's how I support multiple iOS versions confidently.

Supporting multiple iOS versions?
 Then you know it’s not the new features that break your app —
 …it’s the ones you didn’t touch.
Regression bugs are the silent killers of user trust, especially when you're juggling iOS 16, 17, and now 18.
 So how do we avoid them?
Here’s what’s worked for me 👇

✅ 1. Use 
hashtag
#available Strategically — Not Everywhere
Avoid wrapping huge chunks of logic. Instead, isolate version-specific code behind clean methods or helpers.

✅ 2. Automate Tests on Multiple OS Versions
If you’re using CI (GitHub Actions, Bitrise, etc.), run your test suite on at least two major iOS versions.
 Don’t rely on “works on my iPhone.”

✅ 3. Maintain a Compatibility Layer
Create wrappers or abstractions for APIs that changed across versions. This keeps your main logic clean and your upgrade paths easier.

✅ 4. Invest in Snapshot/UI Testing
Visual regressions are real — especially in UIKit + SwiftUI hybrids. Snapshot tests catch what your eyes might miss.

✅ 5. Keep Analytics on Feature Failures
Track version-specific user issues. Crashes are loud. Silent feature failures aren’t — unless you’re logging them.

📌 Bottom line: Supporting old versions doesn’t mean slowing down. It means thinking ahead.
💬 How do you keep regressions out of your multi-iOS builds?
 Would love to hear your strategies!


hashtag
#iOSDevelopment 
hashtag
#SwiftLang 
hashtag
#MobileTesting 
hashtag
#AppStability 

hashtag
#MobileDev 
hashtag
#XcodeTips 
hashtag
#SoftwareEngineering 
hashtag
#CIforiOS 
hashtag
#DevOps 
hashtag
#iOSDevCommunity
…more",true,false
"","Drive Results 🚀
Senior Mobile App Developer","https://www.linkedin.com/in/danyal-muneer25?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADPG9CgBz1GpIlxGtUcEGi6dEiDM-fw0pk0","","bitrise issue","react native","Mentions CI tool: bitrise",false,"bitrise","","🚀 Best Practices for CI/CD in React Native Projects 🚀
Setting up an efficient CI/CD pipeline can make or break the development process of a React Native app. I came across this insightful article by Tushar Kumar that breaks down some key best practices for optimizing CI/CD in React Native.
https://lnkd.in/dECSekfc
A few key takeaways:
 ✅ Automate Everything – From builds to deployments, automating repetitive tasks saves time and reduces errors.
 ✅ Use Caching Effectively – Optimize build times by caching dependencies and artifacts.
 ✅ Optimize Test Pipelines – Running unit tests, integration tests, and E2E tests before deployment helps catch issues early.
 ✅ Manage Environment Variables Securely – Keep API keys and sensitive data safe using tools like dotenv, GitHub Secrets, or Bitrise Env Vars.
 ✅ Leverage Fastlane & CodePush – Automate app store releases and push updates instantly without requiring a full rebuild.
If you're working with React Native and looking to streamline your CI/CD process, this is a great read! 💡
What are some of the biggest CI/CD challenges you've faced in your projects? Let's discuss! 👇

hashtag
#ReactNative 
hashtag
#CI_CD 
hashtag
#DevOps 
hashtag
#MobileDevelopment 
hashtag
#Automation
…more",true,false
"","","https://www.linkedin.com/in/revansiddappa-kalshetty?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABUUkJ8BLnbV_uSYGiGThCdsm54w1nsCQdI","","bitrise issue","","Mentions CI tool: bitrise, github actions, circleci, gitlab ci",false,"bitrise, github actions, circleci, gitlab ci","","Daily Android Tip #52

Automate your builds with CI — don’t rely on manual APK/AAB generation.

Manual builds are:
 • Error-prone
 • Inconsistent
 • Hard to reproduce
 • Slow as the team grows

A CI pipeline (GitHub Actions, GitLab CI, Bitrise, CircleCI) ensures every commit is built, tested, and validated the same way.

⸻

What you should automate
 • Build Debug & Release variants
 • Run unit tests
 • Run lint / static checks
 • Generate signed AABs (with secrets)
 • Upload artifacts (optional)

⸻

Simple GitHub Actions example

name: Android CI

on: [push, pull_request]

jobs:
 build:
 runs-on: ubuntu-latest
 steps:
 - uses: actions/checkout@v3
 - uses: actions/setup-java@v3
 with:
 distribution: 'zulu'
 java-version: 17
 - name: Build
 run: ./gradlew assembleDebug


⸻

Why this matters
 • Catches issues early
 • Prevents “works on my machine” problems
 • Improves team confidence
 • Speeds up releases
 • Makes scaling easier

⸻

Common mistakes
 • Building releases only on local machines
 • Not running tests in CI
 • Storing keystore files in repo
 • Skipping CI for “small changes”

⸻

Thumb Rule:

If a build step is important — automate it.
If it’s manual — it will eventually break.

⸻
…more",true,false
"","","https://www.linkedin.com/company/irow9-incorp/posts","","bitrise issue","","Mentions CI tool: bitrise, github actions, jenkins, azure devops",false,"bitrise, github actions, jenkins, azure devops","","Title: Software Engineer-Mobile DevOps
Job Type: Remote/Contract
Send your resumes at hr@irow9.com 
Visit our website www.irow9.com/careers for more positions.

📌 Job Description
We are seeking a Mobile DevOps Engineer with strong experience supporting iOS and Android build pipelines, automation, and end-to-end CI/CD delivery. The ideal candidate has hands-on experience managing mobile build systems, app signing, and store deployments while supporting development teams in a fast-paced environment.
📌 Responsibilities
Build, maintain, and optimize CI/CD pipelines for Android and iOS apps.
Implement automation using Fastlane, Gradle, Xcode, and related tools.
Manage code signing, provisioning profiles, certificates, and keystores.
Automate APK/IPA building, testing, and deployment to TestFlight, Play Store, and internal release systems.
Work with GitHub Actions, Jenkins, Bitrise, or Azure DevOps for workflow automation.
Collaborate with mobile teams to improve release processes and delivery timelines.
Integrate testing frameworks like Appium, Espresso, XCTest into pipelines.
Maintain and troubleshoot build environments, emulators, and simulators.
Ensure security, reliability, and scalability of mobile delivery pipelines.
Support containerized build environments using Docker and cloud-based runners.
📌 Required Skills
5–10+ years in DevOps with strong Mobile DevOps experience.
Expertise in CI/CD tools (GitHub Actions / Jenkins / Bitrise / Azure DevOps).
Strong knowledge of Fastlane, Gradle, Xcode, and build automation.
Experience handling iOS certificates, provisioning profiles, Android signing keys.
Knowledge of App Store Connect, Google Play Console, and deployment automation.
Hands-on with Docker, version control (Git), and scripting (Python, Bash).
Experience integrating mobile test frameworks (Appium, Espresso, XCTest).
Strong debugging skills for build failures and environment issues.
Ability to work independently in a fully remote setting.
📌 Preferred Skills
Experience with cloud runners (AWS, GCP, Azure).
Familiarity with Kubernetes or container orchestration (optional).
Background supporting large-scale mobile teams.
…more",true,false
"","EdgeAll Consulting","https://www.linkedin.com/in/ashish-mishra-0881a3263?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAECiOqgBTFx-DclW0AiWLjIMSRptJf7FDkg","","bitrise issue","swift","Mentions CI tool: bitrise, jenkins",false,"bitrise, jenkins","","Role: iOS Developer 
Sunnyvale, CA (Hybrid) 
Only Ex - Walmart Candidate ( All Visa Workable Except H1B,OPT,CPT )
Need 2 Manager level References
EXP - 7+ years
 
Job Responsibilities
Strong technical background and analytical abilities in Software Design, implementation and troubleshooting
5+ years of mobile application development experience (iOS)
Experience writing Full Stack Native iOS Applications using Swift, SwiftUI and other iOS frameworks (Hybrid does NOT count)
Experience using Swift Package Manager Excellent knowledge of the iOS platform and the associated tool chain.
Experience in building large scale off-line first iOS apps, and published in the App Store
Experience in developing and releasing Enterprise Applications
Experience in developing iOS applications using SQLite/CBLite, should have good understanding of SQL and NoSQL databases
Experience with AWS iOS SDK, S3 buckets, and STS tokens
Experience with APM tools, preferably App Dynamics or Dynatrace
Continuous Integration and Continuous delivery experience (e.g. Jenkins, Bitrise)
Experience with integrating Restful services (APIs), optimizing reachability and networking
Experience with Authorization/Authentication protocols like OAuth or SAML
Experience with unit testing frameworks and test-driven development
Strong understanding of resource optimization and performance issues on iOS
Has shown strong ability to collaborate with team mates as well as cross teams
Excellent problem solving, critical thinking and communication skills.
Familiar with GIS, preferably ArcGIS. Familiar with SAP

Thanks and Regards,
Ashish Mishra |Sr. Technical Recruiter
Email:ashishm@edgeall.com
…more",true,false
"","","https://www.linkedin.com/in/shivani-padaya?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACJjljQBn8OK4Li05joqifHQ_5SnfqhMCg0","","bitrise issue","react native, expo","Mentions CI tool: bitrise",false,"bitrise","","Position: Mid-Level Mobile App Developer (React Native)
Location: Remote(Preferred: Bengaluru)
Job Type: Full-Time
Experience: 2–4 years

Job Description:
We are looking for a skilled React Native Mobile App Developer to join our team. You will be responsible for developing and maintaining cross-platform mobile applications for both Android and iOS. Ideal candidates should have hands-on experience with building and deploying APKs and iOS builds.

Responsibilities:
Develop and maintain mobile apps using React Native
Build, test, and deploy apps to Android (APK) and iOS (IPA)
Integrate REST APIs and third-party libraries
Debug and resolve performance and UI issues across platforms
Collaborate with designers and backend developers
Manage app releases via Google Play Store and Apple App Store

Requirements:
2+ years of experience with React Native
Strong knowledge of JavaScript/TypeScript
Experience with building and deploying APKs and iOS builds
Familiar with native modules and bridging when needed
Working knowledge of Android Studio, Xcode, and Expo CLI 
Good understanding of Git and version control workflows

Preferred Skills:
Familiarity with CI/CD tools (e.g., Bitrise, Fastlane)
Experience with Firebase, push notifications, or analytics
Prior app submission experience to Play Store/App Store
Let me know if you'd like to tailor this further for your company or project.

How to apply:
Email you resume to admin@nirvanaaisutra.com


hashtag
#ReactNative 
hashtag
#MobileDeveloper 
hashtag
#Hiring 
hashtag
#Android 
hashtag
#iOS 
hashtag
#AppDevelopment
…more",true,false
"","","https://www.linkedin.com/in/ahmadhammad12?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADPYNwMBXdvTpP5BzwZJwcQ61a-JAFO8iNg","","bitrise issue","","Mobile dev discussion",false,"","","بعد 6 أشهر من استخدام UV، أصبحت أداتي المفضلة لبيئات بايثون

أفضل من pip/conda/poetry ليش؟
- أسرع ب 10-100 مرة في تثبيت المكتبات
- في حل تلقائي لتعارضات نسخ المكتبات version conflicts 
- تجمع pyenv + venv + pip في أداة واحدة
- مبني ب rust يعني سريع وموثوقية

من تجربتي الشخصية:
faster docker builds & faster pipelines

دليل عملي بسيط، كيفية التنزيل وعمل أول مشروع
…more",true,false
"","","https://www.linkedin.com/in/vardan-shukla-5543797b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABD2StAB1OTWSdGGJubd51x193iR24TX_gk","","bitrise issue","","Mentions CI tool: bitrise, github actions, jenkins",false,"bitrise, github actions, jenkins","","🚀 Automating Battery & Performance Profiling for Android Apps 🚀

As mobile app developers, one of the key challenges is ensuring our apps run efficiently without draining device resources like battery life or slowing down performance. A seamless, battery-efficient experience is crucial for user satisfaction and app success.

But how do we continuously test and monitor performance across various Android devices? The answer: Automation.

Here’s how you can automate battery and performance profiling for your Android applications:

🔋 1. Use Android Profiler in Android Studio

Android Studio comes with built-in tools like the CPU, Memory, and Network Profiler. While manual profiling is great for individual tests, automating this with scripts (using Gradle or CI/CD pipelines) allows you to monitor resource consumption at every build and on every device.

⚙️ 2. Integrate Performance Tools like Firebase Performance Monitoring

Firebase Performance Monitoring offers out-of-the-box automatic monitoring, tracking key performance metrics like app startup time, HTTP/S network requests, and screen rendering times. You can automate data collection to get ongoing insights, enabling you to spot performance bottlenecks early.

📊 3. Utilize Automated UI Testing with Tools like Espresso & UI Automator

Running performance tests through automated UI flows ensures that user interactions are captured and analyzed for bottlenecks or battery-draining behaviors. Pair this with tools like Flame Graphs to visualize CPU usage and pinpoint slowdowns.

🤖 4. Leverage CI/CD Pipelines for Consistent Performance Regression Testing

Tools like Jenkins, GitHub Actions, or Bitrise can be configured to automatically trigger performance tests after each code push. This helps you catch issues early and maintain a consistent, high-performing app experience.

🔌 5. Set Alerts for Performance Thresholds

With platforms like Firebase Performance or Grafana integrated with automated performance tests, set up alerts for performance regression (e.g., excessive CPU use or memory spikes) that would negatively impact battery life.

✅ The Result

Automating battery and performance profiling not only saves time but helps maintain a consistent, optimized user experience across device models and app versions. It’s the key to scaling your mobile app development workflow and ensuring your app stays lean, fast, and energy-efficient.


hashtag
#MobileDevelopment 
hashtag
#AndroidDevelopment 
hashtag
#AppPerformance 
hashtag
#BatteryOptimization 
hashtag
#Automation 
hashtag
#CI_CD 
hashtag
#Firebase 
hashtag
#AndroidStudio 
hashtag
#QualityAssurance 
hashtag
#TechInnovation 
hashtag
#DevOps 
hashtag
#PerformanceTesting
…more",true,false
"","","https://www.linkedin.com/in/sakshi-dhoke-636261178?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACoKSEoByFZF2eqjuiviTr7Y-hiGR1yHMMM","","bitrise issue","flutter","Mentions CI tool: bitrise, github actions, jenkins",false,"bitrise, github actions, jenkins","","🚀 We’re Hiring | Senior Flutter Developer (Banking Domain)
📍 Location: Gurugram
🕒 Mode: Permanent
💼 Experience: 7+ Years
⏳ Notice Period: Immediate Joiners Preferred

🔧 Roles & Responsibilities
🔹 Architect, design, and develop high-performance Flutter applications for banking use-cases
🔹 Implement advanced state management (Provider, ChangeNotifier, ValueNotifier, Riverpod, BLoC, Cubit)
🔹 Optimize widget lifecycle, app state management, and rebuild performance
🔹 Integrate REST APIs, authentication flows, and secure data-handling workflows
🔹 Apply clean architecture, modular code structure, and dependency injection best practices
🔹 Work with CI/CD pipelines (GitHub Actions, GitLab, Jenkins, Bitrise, Codemagic)
🔹 Perform static code analysis using tools like SonarQube
🔹 Implement SSL Pinning, secure local storage, encryption, and mobile app security hardening
🔹 Troubleshoot performance issues, memory leaks, and runtime/build failures
🔹 Collaborate with Backend, DevOps, QA, and Product teams

🛠 Technical Skills Required
🔹 Flutter & Dart
🔹 Strong expertise in Flutter framework & Dart
🔹 Deep understanding of widget & state lifecycle

Proficiency in:
🔹 Provider architecture
🔹 ChangeNotifier vs ValueNotifier
🔹 Riverpod (DI, scoping, providers/consumers)
🔹 BLoC & Cubit (architecture, lifecycle, implementation)
🔹 Expertise in null-safety, defensive programming

✔️ Architecture & Patterns
🔹 Dependency Injection (DI)
🔹 Clean Architecture / MVVM / BLoC
🔹 Testable & modular codebases

 Security (Banking Grade)
🔹 SSL Pinning
🔹 Secure local storage, encryption & obfuscation
🔹 Handling sensitive data as per banking compliance
🔹 Knowledge of OWASP Mobile / MASVS

DevOps & CI/CD
🔹 Automated build & release pipelines
🔹 CI/CD tools: GitHub Actions, GitLab, Jenkins, Bitrise, Codemagic
🔹 Code quality tools: SonarQube, linting, static analysis

📩 Interested candidates can share their CV at:
👉 sakshi.dhoke@gegnat.com


 
hashtag
#FlutterJobs 
hashtag
#FlutterDeveloper 
hashtag
#BankingJobs 
hashtag
#MobileDevelopment 
hashtag
#GurugramJobs 
hashtag
#HiringNow 
hashtag
#ImmediateJoiner
…more",true,false
"","Floty.ai","https://www.linkedin.com/in/ali-iqbal-sse?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABmZ1oQBhukdp1khiqoICbErh31d2aI3J10","","bitrise issue","","Mobile dev discussion",false,"","","𝗢𝗻𝗲 𝗟𝗲𝘀𝘀𝗼𝗻 𝗜 𝗟𝗲𝗮𝗿𝗻𝗲𝗱 𝗕𝘂𝗶𝗹𝗱𝗶𝗻𝗴 𝗕𝗮𝗰𝗸𝗲𝗻𝗱 𝗦𝘆𝘀𝘁𝗲𝗺𝘀 𝘄𝗶𝘁𝗵 𝗥𝗲𝗮𝗹 𝗗𝗲𝘃𝗶𝗰𝗲𝘀

Most backend systems operate under a simple assumption: input data is correct. However, when working with real devices and real-world data, this assumption quickly proves to be flawed.

While developing systems that process device and event data, we observed several unexpected behaviors:
- 𝗗𝘂𝗽𝗹𝗶𝗰𝗮𝘁𝗲 𝗲𝘃𝗲𝗻𝘁𝘀 𝗮𝗿𝗿𝗶𝘃𝗶𝗻𝗴 𝘀𝗲𝗰𝗼𝗻𝗱𝘀 𝗮𝗽𝗮𝗿𝘁
- 𝗟𝗼𝗰𝗮𝘁𝗶𝗼𝗻 𝘂𝗽𝗱𝗮𝘁𝗲𝘀 𝘄𝗶𝘁𝗵 𝗶𝗻𝗰𝗼𝗿𝗿𝗲𝗰𝘁 𝘁𝗶𝗺𝗲𝘀𝘁𝗮𝗺𝗽𝘀
- 𝗗𝗲𝘃𝗶𝗰𝗲𝘀 𝗿𝗲𝗰𝗼𝗻𝗻𝗲𝗰𝘁𝗶𝗻𝗴 𝗮𝗻𝗱 𝘀𝗲𝗻𝗱𝗶𝗻𝗴 𝗼𝗹𝗱 𝗱𝗮𝘁𝗮 𝗮𝗴𝗮𝗶𝗻
- 𝗡𝗲𝘁𝘄𝗼𝗿𝗸 𝗱𝗲𝗹𝗮𝘆𝘀 𝗰𝗮𝘂𝘀𝗶𝗻𝗴 𝗼𝘂𝘁-𝗼𝗳-𝗼𝗿𝗱𝗲𝗿 𝗲𝘃𝗲𝗻𝘁𝘀

Initially, we suspected bugs in the backend logic. However, the real issue was the unpredictable nature of reality. Devices function in imperfect environments, where:
- 𝗡𝗲𝘁𝘄𝗼𝗿𝗸𝘀 𝗱𝗿𝗼𝗽 𝗽𝗮𝗰𝗸𝗲𝘁𝘀
- 𝗙𝗶𝗿𝗺𝘄𝗮𝗿𝗲 𝗿𝗲𝘁𝗿𝗶𝗲𝘀 𝘁𝗿𝗮𝗻𝘀𝗺𝗶𝘀𝘀𝗶𝗼𝗻𝘀
- 𝗗𝗮𝘁𝗮 𝗮𝗿𝗿𝗶𝘃𝗲𝘀 𝗹𝗮𝘁𝗲

This led us to redesign part of our pipeline with a new mindset: never assume device data is perfect. We implemented safeguards such as:
- 𝗘𝘃𝗲𝗻𝘁 𝗱𝗲𝗱𝘂𝗽𝗹𝗶𝗰𝗮𝘁𝗶𝗼𝗻
- 𝗧𝗶𝗺𝗲𝘀𝘁𝗮𝗺𝗽 𝘀𝗮𝗻𝗶𝘁𝘆 𝗰𝗵𝗲𝗰𝗸𝘀
- 𝗜𝗱𝗲𝗺𝗽𝗼𝘁𝗲𝗻𝘁 𝗲𝘃𝗲𝗻𝘁 𝗽𝗿𝗼𝗰𝗲𝘀𝘀𝗶𝗻𝗴
- 𝗤𝘂𝗲𝘂𝗲-𝗯𝗮𝘀𝗲𝗱 𝗶𝗻𝗴𝗲𝘀𝘁𝗶𝗼𝗻
- 𝗗𝗮𝘁𝗮 𝘃𝗮𝗹𝗶𝗱𝗮𝘁𝗶𝗼𝗻 𝗮𝘁 𝘀𝘆𝘀𝘁𝗲𝗺 𝗯𝗼𝘂𝗻𝗱𝗮𝗿𝗶𝗲𝘀

By ceasing to trust the input blindly, we significantly improved system stability. Building backend systems for real-world data imparts a crucial lesson: software is predictable, but reality isn’t.

What’s the most unexpected data issue you’ve encountered in production?
 

hashtag
#BackendEngineering 
hashtag
#IoT 
hashtag
#DataEngineering 
hashtag
#DistributedSystems 
hashtag
#SystemDesign
…more",true,false
"","","https://www.linkedin.com/in/aakash-vekariya-36ab361b0?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADFKIYIBnDDS4oFM02jN5lHn6K7Xilav9rI","","bitrise issue","react native","Mentions CI tool: bitrise, github actions, circleci, app center",false,"bitrise, github actions, circleci, app center","","Setting Up Continuous Integration for React Native Projects

Continuous Integration (CI) helps automate builds, run tests, and catch issues early — a must-have for modern React Native development.

Here’s how I typically set up CI for React Native apps:

1. Choose a CI Platform
- Popular options include:
 ~GitHub Actions (my go-to for flexibility)
 ~Bitrise (mobile-first)
 ~CircleCI and App Center (great for builds & deploys)

2. Setup Build Workflows
- Define your workflow to:
 ~Install dependencies (yarn install)
 ~Run linters and tests (yarn lint, yarn test)
 ~Build APK/IPA using native build commands:
 ~Android: ./gradlew assembleRelease
 ~iOS: xcodebuild or Fastlane

3. Environment Configuration
- Use .env files and secret managers (like GitHub Secrets or Bitrise Secrets) to keep sensitive data safe.

4. Automate Testing
- Include:
 ~Unit tests with Jest
 ~E2E tests with Detox (optional but powerful)

5. Deploy on Success
- Automatically deploy builds to TestFlight, Google Play, or Firebase App Distribution using Fastlane or platform-specific steps.

6. Notifications & Status Checks
- Send Slack/email alerts on build status. Enforce branch protections so only passing builds get merged.

CI boosts team productivity, catches regressions early, and ensures every commit is production-ready. It’s a game-changer for mobile workflows.

Have you integrated CI into your React Native pipeline yet?


hashtag
#ReactNative 
hashtag
#ContinuousIntegration 
hashtag
#MobileDevOps 
hashtag
#CI_CD 
hashtag
#AppDevelopment
…more",true,false
"","Scalable Systems","https://www.linkedin.com/in/sachin-noulakha16?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAB-RancBIQjMpH7i69VTk9wMAZxt6cXOXGQ","","bitrise issue","swift","Mentions CI tool: bitrise",false,"bitrise","","SENIOR iOS ENGINEER retail domain experience
 📍 Location: Blue Ash, OH – USA
 💼 Type: Contract | 💰 Best in Market Rates
 📨 Apply: sachin.noulakha@scalable-systems.com
 🔗 
💡 If you dream in Swift, obsess over pixel-perfect iOS experiences, and thrive in fast-paced, high-impact projects, this is your golden ticket to work with one of the world’s largest technology giants.


What You’ll Do:
✅ Develop, enhance & maintain large-scale iOS apps
 ✅ Collaborate with designers, PMs & backend engineers to ship features fast
 ✅ Uphold iOS engineering best practices & optimize for performance & scalability
 ✅ Monitor app performance, debug issues & plan future upgrades
 ✅ Work with CI/CD tools (GitLab, TeamCity, Bitrise)
 ✅ Implement test automation frameworks (Appium, Firebase, Perfecto)
 ✅ Ensure responsive, accessible, and high-performance mobile design


What You Bring:
🔹 7+ years total experience | 3+ years in large-scale iOS app development
 🔹 Strong Swift expertise + knowledge of modern iOS libraries & tooling
 🔹 Understanding of full mobile dev cycle: design → dev → testing → release
 🔹 Strong problem-solving & analytical skills
 🔹 Experience in scalability, performance & security best practices
 🔹 Business-minded approach to time, cost & deadlines
 🔹 Knowledge of Retail domain (plus point)
…more",true,false
